portal_rank_247,player_name,role,team,new_team,conf,GP,Min_per,min_factor,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec_Rank,ast_tov,rimmade,rimmade_rimmiss,midmade,midmade_midmiss,rim_pct,mid_pct,dunksmade,dunksmade_dunksmiss,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,bpm_adj,adj_bpm2,obpm,dbpm,gbpm,adj_gbpm,min_adj_gbpm,mp,mp_factor,cam_gbpm,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,idk,dob,gp_weight,cam_gbpm_v2,min_adj_gbpm_v2,conf_sos,sos_adj,adj_gbpm_sos,cam_gbpm_v3,min_adj_gbpm_v3
,Oscar Cluff,C,Purdue,,B10,39,61.6,1.198,143.5,19.2,68.3,69.36,17.5,20.5,12.5,10.3,86,123,0.699,164,240,0.683,0,0,0,4.7,1.2,51.2,Sr,6-11,45,5.00899,150.906,4.4,2026,79380,"Sunshine Coast, Australia",,2.22568872,135,173,29,67,0.7803,0.4328,29,29,1,,105.68,96.7733,3.21692,179.811,13.4092,29.950,13.363,8.78246,4.62674,10.035,10.076,12.076,24.7385,1.296,13.062,7.04848,2.98653,3.3333,4.1538,7.4872,1.7692,0.4872,0.9231,10.6154,0,2001-11-22,0.830,10.839,10.020,3.756,1.878,11.954,12.859,11.888
,David Mirkovic,Stretch 4,Illinois,,B10,37,72.7,1.308,122.7,23.3,56.2,59.15,10,20.2,16.2,16.9,84,111,0.757,119,212,0.561,57,152,0.375,1.5,0.9,30.5,Fr,6-9,0,4.35373,135.526,2.7,2026,135431,"Niksic, Montenegro",88.6,1.35715423,88,132,31,80,0.6667,0.3875,0,0,,,102.825,95.1427,3.95599,199.567,8.85105,49.373,9.656,5.86014,2.99091,8.36764,9.223,12.063,29.4649,1.408,12.988,5.8208,2.54684,2.4865,5.5405,8.027,2.5676,0.4324,0.3784,13.3243,8.55556,2006-01-06,0.822,10.679,9.918,3.756,1.878,11.100,12.854,11.938
,Rashaun Agee,Stretch 4,Texas A&M,,SEC,34,65.5,1.247,122.2,25.1,52.7,58.14,10.5,24.8,16.7,10.9,141,188,0.75,144,252,0.571,23,87,0.264,3.4,2,55.5,Sr,6-7,12,3.7599,133.727,3.6,2026,71003,"Chicago, IL",,1.77778614,123,199,21,53,0.6181,0.3962,21,23,0.913,,102.551,95.8628,3.50048,205.044,8.55532,51.924,9.183,4.47522,4.0801,8.57384,9.780,12.193,26.7765,1.337,13.073,5.89567,2.67817,2.5882,6.1176,8.7059,2.3529,0.9412,0.7941,14.6471,5.28309,2000-11-02,0.810,10.583,9.871,3.920,1.960,11.740,12.704,11.849
,Nijel Pack,Scoring PG,Oklahoma,,SEC,37,75.3,1.332,122.7,24,60.2,61.99,1.8,9.4,20.8,14.6,54,63,0.857,99,196,0.505,123,275,0.447,1.1,1.4,13.4,Sr,5-10,9,4.27796,133.274,2.7,2026,72421,"Indianapolis, IN",78.4,1.75002724,27,48,72,148,0.5625,0.4865,0,1,0,,115.439,108.535,2.70161,161.011,5.24879,56.932,6.764,6.10811,-0.859319,7.16487,8.805,11.725,30.5459,1.433,12.619,7.15922,0.00565665,0.4595,2.5676,3.027,3.2162,0.7297,0.2973,16.7838,14.1831,2001-05-22,0.822,10.376,9.641,3.920,1.960,10.765,12.686,11.787
,Duke Miles,Pure PG,Vanderbilt,,SEC,28,57.1,1.310,121.9,25.7,51.3,59.52,0.9,10.7,27.4,13.7,136,151,0.901,86,170,0.506,48,138,0.348,0.8,5,49,Sr,6-2,2,4.54099,137.049,3.5,2026,73566,"Montgomery, AL",,2.47062693,54,89,32,81,0.6067,0.3951,1,1,1,,102.195,94.7958,4.02177,175.59,9.60426,54.745,11.135,6.72059,2.88366,10.0846,10.994,14.399,29.55,1.248,13.721,5.44495,4.63963,0.2143,2.8214,3.0357,4.5,2.6071,0.2143,16.1429,9.47852,2002-02-03,0.778,10.672,11.200,3.920,1.960,12.954,12.575,13.197
,Malik Reneau,PF/C,Miami FL,,ACC,35,72.5,1.298,116.4,30.1,57,61.78,10.2,16.6,13.8,18.6,164,208,0.788,210,362,0.58,26,75,0.347,3.3,2.1,47.6,Sr,6-9,5,4.2374,134.468,3.4,2026,77045,"Miami, FL",94.4,0.72725027,177,272,33,90,0.6507,0.3667,26,33,0.7879,,102.613,98.0179,3.65864,193.979,5.89899,70.466,7.070,3.55545,2.34354,7.2792,9.346,12.128,29.0057,1.406,13.143,5.409,1.8702,2.4571,4.0571,6.5143,2.0571,1.0571,0.8,18.9143,4.2421,2003-04-01,0.814,10.698,9.872,3.209,1.605,10.950,12.535,11.566
,Graham Ike,PF/C,Gonzaga,,WCC,31,68.9,1.346,124.4,26.5,59.1,62.69,7.9,20.2,13.7,12.4,118,148,0.797,213,350,0.609,24,71,0.338,3.3,1.4,35.2,Sr,6-9,15,4.92715,138.048,3.6,2026,72639,"Aurora, CO",,1.30351511,121,172,92,178,0.7035,0.5169,25,27,0.9259,,93.5707,89.1613,4.87613,200.283,7.90046,60.708,8.637,4.09745,3.803,9.41391,10.882,14.649,31.2097,1.371,14.920,6.15062,3.26329,2.129,5.9032,8.0323,2.3548,0.7419,0.8387,19.871,4.17404,2002-08-03,0.795,11.859,11.644,1.197,0.598,11.481,12.511,12.284
,Mason Falslev,Combo G,Utah St.,,MWC,35,80.9,1.364,122.5,22.9,56.9,60.26,5.5,15.3,17.9,12.3,108,142,0.761,159,282,0.564,47,121,0.388,1,3.6,35.2,Jr,6-4,12,4.43838,131.899,2.7,2026,77259,"Benson, UT",,2.03632677,127,203,32,79,0.6256,0.4051,3,3,1,,101.35,97.7042,4.11644,230.488,8.75309,50.516,9.415,5.61463,3.13845,8.82284,9.549,13.021,32.025,1.486,14.187,5.84799,2.97485,1.4167,4.3056,5.7222,3.1111,1.9444,0.25,16,6.21448,2003-10-15,0.814,11.547,10.599,1.567,0.783,10.333,12.494,11.468
,Jaxon Kohler,PF/C,Michigan St.,,B10,35,68.8,1.269,124,20.1,58.8,61.49,12.8,25,9,14.7,53,61,0.869,106,179,0.592,58,149,0.389,3.1,1.3,18.6,Sr,6-9,0,3.67824,130.869,2.3,2026,77224,"American Fork, UT",88.8,0.93750909,70,94,36,85,0.7447,0.4235,3,3,1,,99.3125,91.0577,4.13769,196.04,9.60592,38.818,9.600,5.42084,4.18507,9.09039,9.310,11.813,27.7286,1.370,12.755,6.27016,2.82023,2.8857,6.0286,8.9143,1.2857,0.6,0.6571,12.5429,9.17878,2003-06-17,0.814,10.382,9.615,3.756,1.878,11.188,12.476,11.554
,JT Toppin,PF/C,Texas Tech,,B12,25,63.8,1.422,114.8,30.6,56.7,57.13,14,21,13.8,13.7,62,107,0.579,218,370,0.589,16,57,0.281,5.1,2.3,25.1,Jr,6-9,15,5.25874,136.119,3.3,2026,78506,"Dallas, TX",78,0.85483866,125,177,93,193,0.7062,0.4819,16,17,0.9412,,101.559,93.003,4.97195,189.234,9.35341,73.708,10.663,4.63396,4.71945,8.46805,10.589,15.054,34.812,1.319,13.970,5.68414,2.78391,4.2,6.64,10.84,2.12,1.36,1.72,21.84,3.86138,2005-06-14,0.758,10.583,11.405,3.557,1.779,12.368,12.361,13.320
,Keyshawn Hall,Wing F,Auburn,,SEC,36,78.9,1.397,120.7,26.5,52.2,60.63,6,18.9,15,16.3,228,266,0.857,137,277,0.495,64,169,0.379,2.2,1.2,59.6,Sr,6-7,7,5.2616,137.933,2.8,2026,76060,"Cleveland, OH",,1.04443998,108,202,29,75,0.5347,0.3867,13,13,1,,113.761,104.715,3.42425,200.492,5.03594,67.016,6.536,4.82392,0.212015,6.33313,8.262,11.543,33.625,1.467,12.121,6.15752,0.175609,1.75,5.3056,7.0556,2.6111,0.7222,0.6389,19.2778,8.08127,2003-04-09,0.818,9.917,9.444,3.920,1.960,10.222,12.270,11.685
,Tariq Francis,Scoring PG,Rutgers,,B10,34,68.7,1.270,117.4,29.3,47.9,55.85,1.3,8.7,25.7,8.7,164,180,0.911,129,284,0.454,52,148,0.351,0.1,2.2,41.7,Jr,6-1,0,4.19687,136.368,3.4,2026,77981,"Pittsburgh, PA",,2.47496813,32,66,97,218,0.4848,0.445,0,0,,,114.082,108.081,2.50623,141.13,4.63643,68.546,7.243,5.83104,-1.19461,6.89083,9.018,11.455,27.7912,1.369,12.345,5.6411,1.24973,0.3235,1.9706,2.2941,2.9118,1.0294,0.0294,17,9.38982,2004-10-15,0.810,9.994,9.273,3.756,1.878,10.896,12.075,11.204
3,John Blackwell,Wing G,Wisconsin,Duke,B10,34,80.8,1.400,119.3,25.6,53.4,59.26,4.1,13.1,13.3,11.3,158,184,0.859,102,214,0.477,96,247,0.389,0.3,1.9,39.9,Jr,6-4,25,4.91125,134.91,2.9,2026,77702,"Bloomfield Hills, MI",57.2,1.38592304,58,104,44,110,0.5577,0.4,0,0,,,110.127,101.951,3.74236,191.69,6.51967,62.552,8.110,5.8816,0.638074,6.6624,8.104,11.345,33.7588,1.485,12.032,5.58216,1.08025,1.2059,3.8529,5.0588,2.3235,1.1176,0.0882,19.1176,12.5375,2004-12-25,0.810,9.740,9.184,3.756,1.878,9.982,11.997,11.312
,Motiejus Krivas,C,Arizona,,B12,39,63.2,1.213,126.5,19,57.7,63.83,14.4,19.8,7,15.8,131,168,0.78,132,226,0.584,4,13,0.308,7.5,1.6,70.3,Jr,7-2,13,3.50743,132.351,4.2,2026,79096,"Siauliai, Lithuania",73.2,0.81133187,75,120,57,106,0.625,0.5377,27,29,0.931,,92.5921,85.628,4.27564,233.618,11.9854,31.567,11.413,4.67692,7.30847,9.56671,9.210,11.175,25.3615,1.313,12.093,4.39979,5.16691,3.0769,5.0769,8.1538,1.1026,0.7179,1.8718,10.4359,0.734658,2004-12-01,0.830,10.035,9.273,3.557,1.779,10.988,11.972,11.064
8,Juke Harris,Wing G,Wake Forest,,ACC,35,86.9,1.428,117.7,27.3,52.7,58.11,4.3,17.6,11.6,10,195,249,0.783,147,265,0.555,87,262,0.332,0.7,2.1,47.2,So,6-7,2,4.95083,133.408,2.3,2026,127324,"Salisbury, NC",83.6,1.17246997,93,152,54,113,0.6118,0.4779,13,16,0.8125,,109.667,103.42,3.73332,220.119,4.02945,72.229,5.802,4.79619,-0.766734,5.92755,7.936,11.335,35.1371,1.540,12.220,5.85342,0.0741296,1.2571,5.2857,6.5429,1.9429,1.2571,0.2,21.4286,12.3489,2005-10-15,0.814,9.946,9.227,3.209,1.605,9.541,11.957,11.092
,Josh Hubbard,Scoring PG,Mississippi St.,,SEC,32,82.4,1.392,109.8,31.4,50.6,54.43,0.9,6.8,22.5,12.6,138,184,0.75,142,288,0.493,95,274,0.347,0.3,2,32.7,Jr,6-0,12,4.2561,129.573,1.5,2026,79080,"Madison, MS",81,1.51317898,68,111,74,177,0.6126,0.4181,1,1,1,,116.853,108.606,2.94707,157.148,3.00118,83.213,5.667,4.84434,-1.84315,5.2493,7.986,11.114,33.3531,1.499,11.974,5.55095,-0.301654,0.2812,2.1875,2.4688,3.5938,1.2188,0.0938,22.0938,14.2861,2004-12-27,0.800,9.579,8.891,3.920,1.960,9.947,11.930,11.073
,Isaiah Evans,Wing G,Duke,,ACC,38,70.5,1.279,122.4,21.8,55,58.97,1.7,10.7,8.4,11,98,114,0.86,85,150,0.567,101,280,0.361,2.9,1.5,26.5,So,6-6,3,3.94525,132.69,1.7,2026,126924,"Fayetteville, NC",97.2,1.11629553,62,90,23,60,0.6889,0.3833,22,24,0.9167,,98.6045,92.1674,4.12912,181.846,6.54394,47.413,6.891,4.22279,2.32115,8.21358,8.797,11.255,28.1974,1.387,12.199,5.84614,2.36744,0.3947,2.8158,3.2105,1.2632,0.7105,0.6579,15.0263,15.624,2005-12-06,0.826,10.078,9.298,3.209,1.605,10.401,11.916,10.994
,Fletcher Loyer,Combo G,Purdue,,B10,39,73.1,1.305,130.7,19.2,60.2,64.39,0.8,9,11.7,10.9,104,119,0.874,54,110,0.491,112,259,0.432,0.2,1.5,32.2,Sr,6-4,2,4.57108,137.448,1.6,2026,77002,"Fort Wayne, IN",81.8,2.05130005,31,51,23,59,0.6078,0.3898,0,0,,,111.846,102.42,3.23953,162.399,7.29865,40.575,7.623,6.97977,0.318876,8.0687,8.260,10.776,29.3154,1.412,11.664,6.66042,1.40828,0.1795,2.1538,2.3333,2.0513,0.7179,0.0513,14.0513,13.9408,2003-09-01,0.830,9.679,8.941,3.756,1.878,10.138,11.879,10.974
,Boopie Miller,Pure PG,SMU,,ACC,33,85.1,1.432,124.2,25.8,54.3,60.62,1.8,10,30.6,16,162,187,0.866,133,268,0.496,67,162,0.414,0.2,2.3,43.5,Sr,6-0,2,5.58186,138.247,2.8,2026,75534,"Chicago, IL",,2.48229679,61,108,72,160,0.5648,0.45,0,0,,,111.63,105.418,3.52218,195.78,5.07498,66.630,6.919,5.89275,-0.817769,6.44334,7.982,11.431,35.3273,1.524,12.161,5.64432,0.799019,0.5455,3.2424,3.7879,6.3939,1.4545,0.0606,19.0606,7.89642,2003-05-01,0.805,9.788,9.200,3.209,1.605,9.586,11.756,11.050
,Tyler Bilodeau,Stretch 4,UCLA,,B10,31,64.3,1.323,126.5,23.7,60.9,65.64,4.7,18,7.4,11,117,134,0.873,119,215,0.553,64,138,0.464,1.5,1,38,Sr,6-9,34,4.88269,139.575,3.4,2026,77100,"Kennewick, WA",56.4,0.82500191,45,67,74,148,0.6716,0.5,6,9,0.6667,,107.976,100.934,3.45809,154.51,5.64986,55.253,6.757,5.2879,0.361961,7.89124,9.286,12.289,30.1677,1.324,12.299,6.95564,0.935602,1.129,4.4839,5.6129,1.0645,0.4839,0.3548,17.6452,9.01861,2004-04-17,0.795,9.776,9.769,3.756,1.878,11.164,11.753,11.744
129,Dior Johnson,Combo G,Tarleton St.,,WAC,19,43.6,1.236,122.7,36.5,57.1,64.34,3.3,12.2,18.6,12.9,140,165,0.848,113,219,0.516,27,50,0.54,0.5,2.5,61.3,Jr,6-3,7,5.15773,150.254,3.6,2026,77433,"Kingston, NY",92.2,0.74418602,60,106,53,113,0.566,0.469,0,0,,,108.205,110.39,2.13655,83.1625,3.83347,85.484,8.289,6.14456,-2.3111,9.51445,15.563,19.234,26.31,1.091,16.973,9.37293,0.141512,0.75,2.5,3.25,1.6,1.15,0.1,24,5.71661,2004-01-28,0.704,11.944,13.535,-0.706,-0.353,15.210,11.673,13.228
,Nate Ament,Wing F,Tennessee,,SEC,35,69.5,1.313,113.3,27.8,45.2,53.4,6.7,17,14.8,16.2,196,248,0.79,125,291,0.43,46,138,0.333,2.7,1.9,57.8,Fr,6-10,10,3.7912,129.581,2.7,2026,134712,"Manassas, VA",99.4,1.03801335,59,114,66,177,0.5175,0.3729,13,15,0.8667,,101.685,93.1507,4.19916,193.621,6.11075,64.958,6.583,2.74626,3.36448,7.15407,8.364,10.979,29.6743,1.377,11.517,4.48531,2.66877,1.7429,4.6,6.3429,2.3429,0.9714,0.6286,16.6857,7.87447,2006-12-10,0.814,9.374,8.936,3.920,1.960,10.324,11.571,11.030
,Baba Miller,PF/C,Cincinnati,,B12,31,74.6,1.360,112.7,22.3,54.6,57.59,8.3,27.7,23.3,17.8,98,149,0.658,138,228,0.605,10,52,0.192,4.2,1.3,53.2,Sr,6-11,18,3.28811,122.214,2.9,2026,76839,"Sol de Mallorca, Spain",89.2,1.69122409,103,144,35,84,0.7153,0.4167,57,60,0.95,,92.7431,87.4733,5.16641,227.536,9.64885,47.548,9.184,2.52772,7.12113,8.46913,8.330,11.333,31.8774,1.427,11.884,3.13984,5.32929,2.3871,7.9355,10.3226,3.7097,0.7419,1.1613,13.0323,3.0457,2004-02-07,0.795,9.446,9.008,3.557,1.779,10.109,11.463,10.931
,Alex Karaban,Wing F,Connecticut,,BE,40,85.1,1.410,125.6,17.6,55.9,59.04,6.4,11.8,12.4,10.8,74,87,0.851,111,199,0.558,77,206,0.374,2.8,1.5,21.5,Sr,6-8,11,4.36321,129.31,2.4,2026,76473,"Southborough, MA",81.2,2.18604633,93,148,18,51,0.6284,0.3529,11,11,1,,101.626,95.1607,4.63076,215.863,8.8434,37.166,8.438,5.30259,3.54081,7.79582,7.460,10.519,34.25,1.524,11.366,4.91885,2.87696,1.8,3.475,5.275,2.35,0.825,0.825,13.175,9.1405,2002-11-11,0.833,9.472,8.766,3.081,1.540,9.000,11.428,10.576
,Cade Tyson,Wing G,Minnesota,,B10,32,88,1.460,124,24.3,59.3,64.99,5.1,13.6,13.5,11.4,175,213,0.822,120,210,0.571,71,172,0.413,0.7,1.3,55.8,Sr,6-7,10,5.33098,134.702,2.7,2026,77016,"Monroe, NC",,1.33329155,83,108,37,102,0.7685,0.3627,10,11,0.9091,,110.345,103.652,3.86805,171.395,5.17954,63.394,6.376,5.05829,0.121255,6.0047,7.268,10.612,36.7156,1.549,11.262,5.53489,0.469817,1.4688,3.9375,5.4062,2.125,0.75,0.2188,19.625,9.30923,2003-08-11,0.800,9.010,8.490,3.756,1.878,9.146,11.337,10.683
,Trevon Brazile,Stretch 4,Arkansas,,SEC,36,75.6,1.352,125.3,17.2,59.5,61.87,5.8,20.6,7.6,10.8,86,120,0.717,124,190,0.653,45,132,0.341,5.2,2.6,37.3,Sr,6-10,7,3.71875,126.862,2.5,2026,75756,"Springfield, MO",63,1.47366425,108,133,16,57,0.812,0.2807,54,56,0.9643,,105.308,96.5342,4.07878,249.195,9.28023,33.970,8.711,4.64742,4.63281,8.09891,7.655,10.353,31.5,1.436,10.994,4.81962,3.27929,1.5278,5.8056,7.3333,1.5556,1.4722,1.6111,13.0278,6.42369,2003-01-07,0.818,8.995,8.470,3.920,1.960,9.616,11.298,10.639
,Richie Saunders,Wing G,BYU,,B12,25,55.8,1.349,127.9,23.8,59.3,63.21,6.7,13.5,12.2,12.4,89,109,0.817,85,135,0.63,64,170,0.376,1,3.1,35.7,Sr,6-5,15,5.23774,140.76,2.8,2026,76396,"Riverton, UT",,1.26829265,68,98,17,37,0.6939,0.4595,6,8,0.75,,105.741,99.9986,3.72003,150.801,8.89803,52.212,10.504,7.85793,1.0401,8.96058,10.302,13.898,31.348,1.234,12.711,7.13778,1.8228,1.88,3.88,5.76,2.08,1.72,0.28,18.04,12.2572,2001-09-19,0.758,9.629,10.529,3.557,1.779,12.081,11.292,12.347
,Chad Baker-Mazara,Stretch 4,USC,,B10,25,59.1,1.312,114.1,27.6,53.5,59.95,2.1,13.4,19.8,16.4,115,128,0.898,85,170,0.5,60,157,0.382,4.7,1.4,39.1,Sr,6-7,4,3.82333,129.97,3.5,2026,72450,"Santo Domingo, Dominican Republic",,1.18029158,38,57,47,113,0.6667,0.4159,8,9,0.8889,,109.087,102.86,3.20364,131.737,5.57082,65.094,6.617,3.7395,1.83133,7.97609,9.846,12.915,29.6308,1.270,12.502,6.08358,1.89252,0.5769,3.6538,4.2308,2.7692,0.7308,1.2692,18.4615,11.8479,2000-01-27,0.758,9.472,9.784,3.756,1.878,11.724,11.278,11.650
,Trey Kaufman-Renn,C,Purdue,,B10,37,66.5,1.278,123.7,24.9,58,59.03,13.2,23.7,17.2,12.3,68,107,0.636,225,380,0.592,2,13,0.154,1,0.8,27.2,Sr,6-9,4,4.64672,140.102,3.2,2026,74771,"Sellersburg, IN",91.8,1.80767031,116,159,109,221,0.7296,0.4932,16,16,1,,107.553,98.0028,3.54005,180.083,8.03974,53.385,9.240,5.7932,2.24654,7.06673,8.302,10.613,28.1486,1.347,11.182,5.54256,1.52417,2.8649,5.4595,8.3243,2.5405,0.3784,0.2162,14.1622,0.769178,2002-08-19,0.822,9.194,8.727,3.756,1.878,10.180,11.274,10.700
135,Logan Duncomb,C,Winthrop,Notre Dame,BSth,30,59.8,1.189,125.5,31.4,58.7,64.47,14.8,22.6,15.6,13.8,189,251,0.753,179,302,0.593,0,3,0,3.7,1.8,82.3,Sr,6-10,51,4.1276,140.526,4.7,2026,75474,"Cincinnati, OH",85.8,0.83333333,136,211,43,91,0.6445,0.4725,15,17,0.8824,,104.143,106.238,2.41107,160.338,6.19411,67.291,8.268,4.79634,1.39777,8.0629,11.734,13.949,24.3406,1.277,14.987,7.71772,0.345177,3.625,5.2812,8.9062,1.5625,0.8125,0.75,18.25,0.223497,2003-04-17,0.789,11.832,11.013,-1.128,-0.564,11.170,11.264,10.483
,Nigel James Jr.,Pure PG,Marquette,,BE,32,72.2,1.303,106.5,30.3,52,54.71,2.8,10.5,37.3,17.9,90,130,0.692,155,298,0.52,42,121,0.347,1.2,3.7,31,Fr,6-0,0,3.23734,124.655,3,2026,134650,"Huntington, NY",82.8,1.7640587,136,249,19,49,0.5462,0.3878,14,15,0.9333,,106.383,100.29,3.41697,174.61,5.77469,71.426,7.040,3.64104,2.13366,6.96637,8.460,11.021,29.2344,1.403,11.872,4.33761,2.62876,0.75,2.6875,3.4375,4.9062,1.9062,0.3125,16.4375,7.37313,2006-10-15,0.800,9.498,8.817,3.081,1.540,10.000,11.227,10.422
,Sam Hoiberg,Scoring PG,Nebraska,,B10,35,80.3,1.370,129.7,15.3,61.1,63.11,3.5,15,24.4,14.6,45,60,0.75,92,145,0.634,32,84,0.381,0.4,3.7,26.2,Sr,6-0,1,3.8393,126.834,3.1,2026,74951,"Lincoln, NE",,3.73808329,90,129,2,16,0.6977,0.125,0,0,,,95.3566,88.7845,5.07775,240.746,9.46575,28.955,8.589,3.81014,5.65561,8.10475,7.381,10.112,32.3314,1.480,10.924,1.73378,6.37097,0.9429,4.3143,5.2571,4.4857,2,0.0857,9.2857,4.46942,2003-03-21,0.814,8.891,8.231,3.756,1.878,9.258,11.154,10.325
,Nate Bittle,PF/C,Oregon,,B10,25,60.5,1.344,110.8,27.7,52.2,56.27,7.9,17.9,19.7,15.3,93,127,0.732,109,199,0.548,36,113,0.319,7,1.7,40.7,Sr,7-0,32,3.66241,126.458,2,2026,75330,"Central Point, OR",95,1.16363631,83,119,26,80,0.6975,0.325,9,11,0.8182,,107.787,101.491,3.53211,149.102,8.01723,63.686,8.578,3.50927,4.50796,8.02867,9.556,12.844,31.116,1.285,12.277,5.39401,2.63466,2.12,4.76,6.88,2.56,0.88,1.84,16.76,8.72943,2003-06-03,0.758,9.301,9.731,3.756,1.878,11.434,11.128,11.643
14,Isaiah Johnson,Combo G,Colorado,Texas,B12,32,73.4,1.333,126,23.7,57.1,63.44,3.2,7.7,18.6,11.3,160,195,0.821,106,185,0.573,56,148,0.378,0.1,1.9,58.6,Fr,6-1,2,4.80339,137.945,2,2026,134460,"Los Angeles, CA",45.4,2.08695652,90,136,16,49,0.6618,0.3265,0,0,,,115.787,109.38,2.63352,143.136,5.31951,56.097,6.818,6.28062,-0.961113,6.6884,8.039,10.717,30.6094,1.415,11.376,6.3765,0.311896,0.8438,2.0312,2.875,3,1.0312,0.0312,16.875,8.62775,2006-10-15,0.800,9.101,8.574,3.557,1.779,9.818,11.114,10.471
,Jaden Bradley,Scoring PG,Arizona,,B12,39,76.2,1.333,119.3,21.1,49.9,56.76,1.8,9.5,23.2,15.1,152,188,0.809,144,301,0.478,26,66,0.394,0.3,2.6,51.2,Sr,6-3,0,3.78964,128.188,2.6,2026,77082,"Rochester, NY",95.2,2.5000001,64,124,80,177,0.5161,0.452,4,5,0.8,,99.1118,91.6574,4.51872,219.482,7.5798,46.135,7.703,4.21856,3.36124,7.54112,7.414,9.881,30.5872,1.442,10.690,3.16532,4.37579,0.4615,2.9487,3.4103,4.359,1.4359,0.1026,13.2821,3.09348,2003-09-14,0.830,8.871,8.199,3.557,1.779,9.193,10.998,10.165
,Silas Demary Jr.,Pure PG,Connecticut,,BE,39,68.8,1.284,117.4,22.5,50.9,57.17,4.3,14.3,35.8,21.3,109,136,0.801,90,189,0.476,35,91,0.385,1.1,3.4,48.6,Jr,6-4,2,3.57227,128.846,3.6,2026,78017,"Raleigh, NC",79.4,2.63214998,60,113,30,76,0.531,0.3947,3,4,0.75,,96.9886,90.6517,4.28111,213.146,8.79031,46.498,9.084,4.65724,4.13308,8.13537,8.121,10.429,28.4026,1.370,11.126,3.35806,4.77731,1,3.5128,4.5128,5.8718,1.5897,0.2564,10.1026,4.99442,2004-06-29,0.830,9.232,8.653,3.081,1.540,9.662,10.983,10.295
,Joseph Tugler,PF/C,Houston,,B12,37,58.6,1.168,121.3,19.7,57.8,60.09,14.3,11.1,10.4,17,53,75,0.707,128,223,0.574,1,1,1,8.3,3.3,33.5,Jr,6-8,11,2.85644,127.515,5.2,2026,78925,"Monroe, LA",86.4,1.04250966,83,117,45,106,0.7094,0.4245,31,33,0.9394,,92.4905,86.3439,3.90294,181.728,13.6104,30.124,12.862,4.15937,9.45108,9.18435,8.745,10.215,23.5,1.264,11.057,3.17275,6.0116,3,2.2703,5.2703,1.3243,1.2703,1.4865,8.4324,0.0709788,2005-05-16,0.822,9.092,8.399,3.557,1.779,10.524,10.941,10.107
,Tre Donaldson,Scoring PG,Miami FL,,ACC,35,85.1,1.406,118.9,24.4,52,55.32,2.2,10.4,29.6,14.6,98,128,0.766,148,291,0.509,60,167,0.359,0.7,2.3,27.9,Sr,6-3,3,4.34029,129.122,2,2026,76149,"Tallahassee, FL",73.8,2.71621807,86,146,62,145,0.589,0.4276,5,6,0.8333,,105.753,101.016,3.93846,198.927,5.25951,61.202,6.270,4.54895,0.710567,6.20494,7.122,10.011,34.0314,1.524,10.851,4.64275,1.56219,0.6286,3,3.6286,5.7429,1.3714,0.2,16.4,8.04719,2003-12-11,0.814,8.833,8.148,3.209,1.605,8.726,10.823,9.984
,Aden Holloway,Scoring PG,Alabama,,SEC,28,56.4,1.284,130.9,23.1,59.9,64.3,1.1,8.3,24,12.1,95,110,0.864,77,145,0.531,74,169,0.438,0,1.2,35,Jr,6-1,2,5.12557,144.863,2.5,2026,78677,"Charlotte, NC",96.6,2.58533087,50,91,27,54,0.5495,0.5,0,0,,,115.96,104.898,2.8774,111.471,6.45117,51.031,8.061,7.49884,-1.04767,7.83572,9.248,11.873,28.3893,1.240,11.472,7.44104,0.394687,0.2857,2.4643,2.75,3.7857,0.6071,0,16.8214,11.4655,2004-09-07,0.778,8.922,9.235,3.920,1.960,11.209,10.814,11.192
,Ugonna Onyenso,C,Virginia,,ACC,36,45.7,1.039,131.1,15.1,59.8,61.61,9.8,19.3,5.8,9.5,32,44,0.727,86,133,0.647,10,36,0.278,17.4,2,26,Sr,7-0,33,2.15749,126.407,2.7,2026,77028,"Owerri, Nigeria",92.4,1.31255621,69,100,17,33,0.69,0.5152,31,37,0.8378,,92.3782,87.4084,2.97648,167.907,13.8674,16.965,12.633,2.33698,11.5305,11.2838,10.219,10.614,18.5833,1.117,11.410,4.15659,7.12718,1.5556,3.3333,4.8889,0.5833,0.6111,2.9167,6.5,3.24302,2004-09-25,0.818,9.335,8.684,3.209,1.605,11.823,10.801,10.048
,Donovan Atwell,Combo G,Texas Tech,,B12,34,86.3,1.418,142,13.1,67,68.32,2.5,7.9,3.9,5.3,37,44,0.841,16,31,0.516,130,284,0.458,0.4,2,14,Sr,6-5,12,5.31273,136.739,2.7,2026,77071,"Huntersville, NC",,1.92836326,3,7,13,24,0.4286,0.5417,0,0,,,110.409,101.436,3.94311,175.322,8.7323,24.769,7.248,6.91211,1.82018,8.13636,6.849,9.712,34.6324,1.534,10.509,5.65713,2.47924,0.7353,2.4706,3.2059,0.7941,1.1765,0.1176,13.5,14.2231,2003-10-15,0.810,8.507,7.862,3.557,1.779,8.627,10.716,9.903
